Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
"12.2.2 In order to ensure interoperability, the service is optional for the ground and mandatory for the Cab radio. (M)",-,-,-,-,-
12.3.2 The transfer time for each message segment should be less then 30 seconds for 95% of messages. (O),-,-,-,-,-
12.4.1 A standard data interface between the mobile and the application module shall be provided. (M),-,-,-,-,-
"13.1.4 The type of call initiated shall be determined automatically, based upon the mode of operation of the radio. (M)",-,-,-,-,-
13.1.6i The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call is initiated. (O) Shunting emergency call,-,-,-,-,-
13.1.7 The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area. (M),-,-,-,-,-
13.2.2.1 A Railway emergency call shall be able to be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios). (M),-,-,-,-,-
13.2.2.4 An audible indication of 5 seconds (to be confirmed by trials) shall be provided to originating and receiving users that the emergency function has been activated. (M),-,-,-,-,-
13.2.2.6 A continuous visual indication that the emergency function has been activated shall be provided at the originating and all receiving terminals. (M),-,-,-,-,-
13.2.3.1i Speech should be possible to allow a controller receiving the warning tone to give information. (O),-,-,-,-,-
13.2.4.1 A Railway emergency call may only be terminated by: (M) the originator of the call; a controller participating in the call; the network following a (nationally determined) period of no speech.,-,-,-,-,-
14.2.4 It shall be possible for all mobile members of the shunting group (except the driver) to transmit a link assurance signal. (M),-,-,-,-,-
14.2.7 The link assurance signal should be used to reassure the driver of the integrity of the member at the head of the shunting movement. (O),-,-,-,-,-
"14.2.14 If a user, other than the shunting leader, attempts to make another call whilst being an active member of a shunting group, the attempt shall be ignored. (M)",-,-,-,-,-
"14.4.2 The link assurance signal shall consist of an intermittent audio tone (between 800 and 850Hz). The tone shall be of one second duration, followed by an interval of two seconds. (M)",-,-,-,-,-
"14.4.3 In order to fulfil the requirements of some railways, it should be possible to provide an alternative means of link assurance indication. (O)",-,some ,-,-,-
14.4.5 The link assurance signal shall be deactivated upon receipt of a shunting emergency call. (M),-,-,-,-,-
The system shall adhere to the following hardware requirements: 4GB Flash ram chip 128MB SDRAM Intel XScale PXA270 520-MHz chipset OS: Apache web server Database: MySQL,-,-,-,-,-
"The system shall determine what of its functionality available to the authenticated
user3 according to the user role and permissions and grant or deny access
correspondingly.",-,-,-,-,-
"The system shall store the list of all user profiles in the permanent storage. The
system shall be able to store as much user profiles as the number of users.",-,much*,-,-,all*much*
The user must be able to change his or her profile and save the changes,-,-,-,-,-
"The system shall provide the authorized user with permission “view project
portfolio list” the ability to view and browse the list of the all project portfolios
available in the system.",-,-,-,-,all*
"The system shall perform the all operations on project list and projects in the
context of the “current” project portfolio defined in R1.04.06",-,-,-,-,all*
"The system shall provide the authorized user with permission “view project list”
the ability to view and browse the list of all projects of the current project portfolio",-,-,-,-,all*
"The system shall perform the all operations on tasks in the context of the “current”
project defined in R1.04.13",-,-,-,-,all*
"The system shall provide the authorized user with permission “create report” the
ability to create a various reports on the project7",-,-,-,-,-
Subtask has the same properties as a task.,-,-,-,-,-
"The system shall provide the authorized user with permission “edit task” he ability
to delete any existing dependency between tasks. This operation must be
undoable.",-,-,-,-,any*
"The authorized user with permission “edit task” must be able to edit the
association between a task and a resource. The association can be deleted, or
moved to another task or resource.",-,-,-,-,another*
"The system shall organize all available resources in the list and provide the
authorized user with permission “view resource” the ability to browse, select, view
and edit resources in the list.",-,-,-,-,all*
"The user must be able to generate reports defined in R1.06.01 for any subset of
projects from one or different project portfolios.",-,-,-,-,any*one*
The system shall provide the open interface to the payroll system.,-,-,-,-,-
"The system shall be designed in that way, that the localization (translation of UI,
all system messages, documentation and help into other languages) can be done
within 1 week by 2",-,-,-,-,all*
The Mean Time Between Failures (MTBF) must be at least 300 hours.,-,-,-,-,least*
"The average time between failure and being returned to service (MDT) must not
exceed 2 hours within the operational hours and 8 hours outside operational
hours (maintenance weekends).",average*,-,-,not*,-
"The system shall provide a mechanism of user authentication to unambiguously
identify a user.",-,-,-,-,-
"Under the condition that the host system fulfils the hardware requirement
R13.01.01, the time between initiation of the system startup and availability of full
system functionality must be not longer 10 minutes.",-,-,-,not*,-
"The host part of the system shall consume not more than 800 Mbytes of RAM at
any point of time. The average22 memory consumption must be not higher than
500 Mbytes.",-,-,-,not*not*,any*
